,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31,2024-07-31
Derivative Product Liabilities,,,0.0,,,-11000000.0
Tradeand Other Payables Non Current,2124000000.0,2172000000.0,2165000000.0,1874000000.0,1756000000.0,
Non Current Deferred Liabilities,12204000000.0,12168000000.0,12363000000.0,11910000000.0,11796000000.0,
Non Current Deferred Revenue,12204000000.0,12168000000.0,12363000000.0,11910000000.0,11796000000.0,
Long Term Debt And Capital Lease Obligation,21367000000.0,21364000000.0,22861000000.0,22857000000.0,19625000000.0,
Long Term Debt,21367000000.0,21364000000.0,22861000000.0,22857000000.0,19625000000.0,
Current Liabilities,36786000000.0,35451000000.0,35064000000.0,34495000000.0,40019000000.0,
Other Current Liabilities,5417000000.0,4972000000.0,5420000000.0,4701000000.0,5523000000.0,
Current Deferred Liabilities,16199000000.0,15801000000.0,16416000000.0,16081000000.0,15999000000.0,
Current Deferred Revenue,16199000000.0,15801000000.0,16416000000.0,16081000000.0,15999000000.0,
Current Debt And Capital Lease Obligation,8719000000.0,6725000000.0,5232000000.0,6422000000.0,11412000000.0,
Current Debt,8719000000.0,6725000000.0,5232000000.0,6422000000.0,11412000000.0,
Other Current Borrowings,3250000000.0,3249000000.0,1750000000.0,2248000000.0,496000000.0,
Commercial Paper,5469000000.0,3476000000.0,3482000000.0,4174000000.0,10916000000.0,
Pensionand Other Post Retirement Benefit Plans Current,3494000000.0,3064000000.0,3611000000.0,3210000000.0,3299000000.0,
Payables And Accrued Expenses,2957000000.0,4889000000.0,4385000000.0,4081000000.0,3786000000.0,
Payables,2957000000.0,4889000000.0,4385000000.0,4081000000.0,3786000000.0,
Total Tax Payable,195000000.0,2471000000.0,1857000000.0,1821000000.0,1884000000.0,
Income Tax Payable,195000000.0,2471000000.0,1857000000.0,1821000000.0,1884000000.0,
Accounts Payable,2762000000.0,2418000000.0,2528000000.0,2260000000.0,1902000000.0,
Total Assets,123371000000.0,121102000000.0,122291000000.0,119782000000.0,121375000000.0,
Total Non Current Assets,88240000000.0,88226000000.0,87305000000.0,86966000000.0,86694000000.0,
Other Non Current Assets,7251000000.0,7113000000.0,6059000000.0,5960000000.0,6013000000.0,
Non Current Deferred Assets,7399000000.0,7314000000.0,7356000000.0,7016000000.0,6591000000.0,
Non Current Deferred Taxes Assets,7399000000.0,7314000000.0,7356000000.0,7016000000.0,6591000000.0,
Non Current Note Receivables,3157000000.0,3075000000.0,2876000000.0,2896000000.0,2650000000.0,
Non Current Accounts Receivable,541000000.0,644000000.0,590000000.0,351000000.0,590000000.0,
Goodwill And Other Intangible Assets,67541000000.0,67832000000.0,68311000000.0,68667000000.0,68858000000.0,
Other Intangible Assets,8307000000.0,8713000000.0,9175000000.0,9643000000.0,10139000000.0,
Goodwill,59234000000.0,59119000000.0,59136000000.0,59024000000.0,58719000000.0,
Net PPE,2351000000.0,2248000000.0,2113000000.0,2076000000.0,1992000000.0,
Accumulated Depreciation,-7354000000.0,-7413000000.0,-7477000000.0,-7444000000.0,-7501000000.0,
Gross PPE,9705000000.0,9661000000.0,9590000000.0,9520000000.0,9493000000.0,
Other Properties,51000000.0,49000000.0,51000000.0,50000000.0,77000000.0,
Machinery Furniture Equipment,5594000000.0,5550000000.0,5494000000.0,5474000000.0,5437000000.0,
Properties,4060000000.0,4062000000.0,4045000000.0,3996000000.0,3979000000.0,
Current Assets,35131000000.0,32876000000.0,34986000000.0,32816000000.0,34681000000.0,
Other Current Assets,5884000000.0,5833000000.0,5950000000.0,6107000000.0,6158000000.0,
Inventory,3920000000.0,3395000000.0,3164000000.0,2832000000.0,2927000000.0,
Other Inventories,6000000.0,5000000.0,6000000.0,6000000.0,6000000.0,
Finished Goods,987000000.0,985000000.0,933000000.0,919000000.0,910000000.0,
Work In Process,684000000.0,411000000.0,261000000.0,173000000.0,109000000.0,
Raw Materials,2243000000.0,1994000000.0,1964000000.0,1734000000.0,1902000000.0,
Receivables,9550000000.0,7912000000.0,9762000000.0,8235000000.0,8743000000.0,
Other Receivables,310000000.0,371000000.0,346000000.0,622000000.0,346000000.0,
Loans Receivable,2634000000.0,2714000000.0,2715000000.0,2336000000.0,2728000000.0,
Accounts Receivable,6606000000.0,4827000000.0,6701000000.0,5277000000.0,5669000000.0,
Allowance For Doubtful Accounts Receivable,-76000000.0,-62000000.0,-69000000.0,-82000000.0,-80000000.0,
Gross Accounts Receivable,6682000000.0,4889000000.0,6770000000.0,5359000000.0,5749000000.0,
Cash Cash Equivalents And Short Term Investments,15777000000.0,15736000000.0,16110000000.0,15642000000.0,16853000000.0,
Other Short Term Investments,8319000000.0,7336000000.0,7764000000.0,7481000000.0,8297000000.0,
Cash And Cash Equivalents,7458000000.0,8400000000.0,8346000000.0,8161000000.0,8556000000.0,
